Date,Open,High,Low,Close,Adj Close,Volume
9/19/2014,92.699997,99.699997,89.949997,93.889999,93.889999,271879400
9/22/2014,92.699997,92.949997,89.5,89.889999,89.889999,66657800
9/23/2014,88.940002,90.480003,86.620003,87.169998,87.169998,39009800
9/24/2014,88.470001,90.57,87.220001,90.57,90.57,32088000
9/25/2014,91.089996,91.5,88.5,88.919998,88.919998,28598000
9/26/2014,89.730003,90.459999,88.660004,90.459999,90.459999,18340000
9/29/2014,89.620003,89.699997,88.019997,88.75,88.75,25302000
9/30/2014,89,90.879997,88.459999,88.849998,88.849998,24419400
10/1/2014,88.699997,88.940002,86.040001,86.099998,86.099998,24029600
10/2/2014,86.269997,88.199997,85.611,87.059998,87.059998,21469700
10/3/2014,88.099998,89.940002,87.650002,88.099998,88.099998,18485700
10/6/2014,89.150002,89.650002,88.059998,88.309998,88.309998,9268400
10/7/2014,87.949997,89.699997,87.059998,87.669998,87.669998,12791700
10/8/2014,88,88.5,87.059998,88.300003,88.300003,10252600
10/9/2014,88.510002,90.349998,88,88.790001,88.790001,21507000
10/10/2014,88.25,88.739998,85.239998,85.879997,85.879997,15431400
10/13/2014,86.849998,86.889999,84.919998,85.120003,85.120003,14845000
10/14/2014,85.809998,85.879997,83.220001,84.949997,84.949997,15559200
10/15/2014,84.040001,86.489998,82.809998,85.599998,85.599998,16824300
10/16/2014,84.980003,89.175003,84.014999,88.849998,88.849998,15232000
10/17/2014,90.400002,90.900002,87.669998,87.910004,87.910004,17360700
10/20/2014,88,89.5,87.860001,88.260002,88.260002,9891400
10/21/2014,89.099998,92.5,88.5,90.900002,90.900002,23243800
10/22/2014,92.25,93.5,91.010002,91.629997,91.629997,20364500
10/23/2014,92.919998,94.699997,92.82,94.449997,94.449997,20641000
10/24/2014,95.07,98,94.779999,95.760002,95.760002,32132600
10/27/2014,97,98.849998,96.300003,97.790001,97.790001,28302400
10/28/2014,99.839996,100.669998,98.610001,99.68,99.68,32127600
10/29/2014,99.879997,100,96.82,98.309998,98.309998,28655400
10/30/2014,98.480003,99.440002,97.300003,98.730003,98.730003,15484600
10/31/2014,100.099998,100.220001,98.136002,98.599998,98.599998,18128300
11/3/2014,99.669998,102.800003,99.050003,101.800003,101.800003,40883700
11/4/2014,100.425003,106.359001,99.510002,106.07,106.07,67814000
11/5/2014,108.480003,110.139999,106.480003,108.669998,108.669998,48344000
11/6/2014,109.300003,111.699997,107.209999,111.57,111.57,33609000
11/7/2014,112.93,114.769997,111.75,114.559998,114.559998,51457000
11/10/2014,117.269997,119.449997,115.199997,119.150002,119.150002,75971000
11/11/2014,117.25,117.550003,113.690002,114.540001,114.540001,70983600
11/12/2014,115.050003,119.07,114.019997,118.199997,118.199997,53908000
11/13/2014,119.300003,120,114.550003,114.839996,114.839996,62163000
11/14/2014,115.059998,115.389999,113.349998,115.099998,115.099998,29849000
11/17/2014,115.440002,115.629997,113.129997,114.25,114.25,22573000
11/18/2014,114.330002,114.379997,110.410004,110.809998,110.809998,41098000
11/19/2014,109.830002,110.68,107.220001,108.82,108.82,46841000
11/20/2014,107.809998,112.440002,107.260002,109.82,109.82,36489000
11/21/2014,113.209999,113.5,110.434998,110.730003,110.730003,27432000
11/24/2014,112,113.93,111.550003,113.919998,113.919998,20646000
11/25/2014,114.940002,115.169998,112.330002,113.470001,113.470001,23485000
11/26/2014,113.330002,113.739998,112.330002,112.669998,112.669998,11794700
11/28/2014,113.139999,113.230003,111.110001,111.639999,111.639999,8077800
12/1/2014,110.019997,110.050003,103.896004,105.989998,105.989998,38464200
12/2/2014,107.349998,110,106.610001,109.889999,109.889999,18785000
12/3/2014,110.400002,111.68,108.797997,110.639999,110.639999,16221100
12/4/2014,110.099998,110.5,108.910004,109.169998,109.169998,10779300
12/5/2014,109.599998,110.349998,107.760002,107.900002,107.900002,12148100
12/8/2014,105.970001,107.400002,104.209999,105.07,105.07,19217300
12/9/2014,102.269997,107.949997,101.199997,107.480003,107.480003,24866800
12/10/2014,107.089996,107.379997,103.510002,103.879997,103.879997,18466700
12/11/2014,104.440002,106.839996,104.290001,104.970001,104.970001,15684300
12/12/2014,104.699997,107.449997,104.179001,105.110001,105.110001,14537600
12/15/2014,106.389999,107.769997,103.699997,104.699997,104.699997,16521800
12/16/2014,103.75,107.68,103.699997,105.769997,105.769997,21700600
12/17/2014,107.110001,109.190002,106.279999,109.019997,109.019997,17311100
12/18/2014,110.580002,111.199997,108.260002,109.25,109.25,22788100
12/19/2014,109.93,110.650002,108.040001,110.650002,110.650002,14857800
12/22/2014,110.629997,110.980003,108.529999,108.769997,108.769997,13041200
12/23/2014,108.300003,108.470001,103.879997,105.519997,105.519997,19096300
12/24/2014,105.68,107.209999,105.599998,105.949997,105.949997,5870400
12/26/2014,105.989998,106.940002,105.5,105.949997,105.949997,6529100
12/29/2014,105.949997,107.660004,105.639999,105.980003,105.980003,8068600
12/30/2014,105.639999,106.709999,105.129997,105.75,105.75,10205700
